"start","connection","end","state","score"
"Elbit Systems","in_industry","Defense contracting","active","165"
"Elbit Systems","in_industry","Military technology","active","165"
"Elbit Systems","is_a","Defence Company","active","240"
"Elbit Systems","serves_segment","Military Electronics","active","145"
"Elbit Systems","serves_segment","Uncrewed Systems","active","145"
"Electric Vehicles","is_a","Market Segment","active","240"
"Electrician","associated_with","Repairs","proposed","66"
"Electrician","found_in","Buildings","active","160"
"Electrician","helps","Circuits","proposed","63"
"Electrician","is_a","Profession","active","240"
"Electrician","uses","Wire cutters","proposed","69"
"Electrolux","has_key_person","CEO","rejected","0"
"Electrolux","has_key_person","chairman","rejected","0"
"Electrolux","headquartered_in","Stockholm","active","185"
"Electrolux","in_industry","Home appliances","active","165"
"Electrolux","makes","Major appliances","active","160"
"Electrolux","makes","small appliances","active","160"
"Electrolux","owns_brand","AEG","active","165"
"Electrolux","owns_brand","Frigidaire","active","165"
"Electrolux","owns_brand","Westinghouse","active","165"
"Electrolux","owns_brand","Zanussi","active","165"
"Electromagnetic Domain","is_a","Operational Domain","active","240"
"Electronic Warfare","is_a","Defence Technology","active","240"
"Electronic Warfare","operates_in","Electromagnetic Domain","active","175"
"Electronic Warfare","targets","Electromagnetic Spectrum","proposed","66"
"Elephant","has_covering","Skin","active","125"
"Elephant","is_a","Animal","active","240"
"Elephant","is_a","Mammal","active","240"
"Elephant","lives_in","Savannas","active","160"
"Elephant","moves_by","Walking","active","145"
"Ellesmere Island","is_a","Island","active","240"
"Ellesmere Island","part_of","North America","active","210"
"Embedding","is_a","Vector Representation","active","240"
"Embedding","used_for","Semantic Search","active","150"
"Embraer","founded_by","Ozires Silva","active","190"
"Embraer","has_division","Embraer Defense & Security Embraer Commercial Aviation Embraer Executive Jets","active","160"
